"","p_cncr5110","p_cncr9580","p_cncr4211","p_cntrl2241","p_cncr6852","p_cncr5544","p_cntrl9937","p_cntrl1122","p_cncr4638","p_cncr2102","p_cncr8112","p_cncr8965","p_cncr1395","p_cncr9847","p_cncr8363","p_cntrl8280","p_cntrl1827","p_cntrl1351","p_cncr6369","p_cncr5171","p_cncr1414","p_cncr2842","p_cncr5302","p_cncr6214","p_cncr4923","p_cntrl9973","p_cntrl4742","p_cntrl6491","p_cntrl7387","p_cncr7481"
"00110111101100010000",3374,1491487,2939,549512,330,5752,1880935,120994,3260,763820,355456,5909,128120,137910,236756,1741385,10418,398114,8433,33883,58923,1127897,607176,4719,50820,33294,11886,1114,853166,3293
"01110101000000000000",3056,216808,391750,21163,546829,172243,523476,962859,44533,1972,178214,58836,39313,1643,8824,28,18124,252750,4534,460671,278305,734039,559421,39475,2190857,475776,599,179,29260,1513
"11011001000001101100",150281,88142,131,315,95,3962647,3237,31469,18304,29,47,3602,10909,39017,290445,4042,745890,4781,9388,1855,919,27635,231,1485,917,8694,813539,51285,10544,14324
"11000101110010100110",24347,16903,5959,7284,241232,28267,4968,459,450286,427701,42144,1725745,112,603635,120470,153956,29256,41870,2341681,1779759,157786,634280,19612,115687,55532,68262,217125,2535008,50304,26419
"11110010111010000101",2697,181861,1039046,34646,182,949709,16448,1143,41911276,287795,31067288,6836,100331,2360487,294207,51423,3653,5651,1951209,51675475,61809,198814,8650,587237,626491,5208,41553,3574,1240755,196988
"00011110101001101010",297269,73389,534886,420027,48,8515,753979,255081,81018,872,1331,229344,6775,36809,4651,1404214,44453,74551,15403,52462,672568,41567,119,114934,56743,16754,471295,587037,50344,7207
"10111010110111110100",38195,118508,382246,20104,3720,25015,6668084,39089,85745,50651,547,35776,1955,478721,153564,30971,52918,100026,24712,4018,1866422,1545,140,49806,37897,1284285,58795,93640,824,65757
"00101001110111100000",21684,4341870,5392,538032,4756,112653,2194,3675,23287,236235,4569274,1078,1385,112,1126,66977,24626,576401,842199,29573,2252040,282,6057874,4665897,2018879,24307,215651,218381,1852389,914
"11101000011110110010",482313,129776,1892,731,23039,622,39226,27726,13956,895,1205745,20683,10721,3473,19011,2052,148760,429025,778275,295727,361403,74467,721440,12435,5626883,7588,1386,7504,446849,26360
"11110100101000110101",24341,111572,435,9242,411614,4823,522172,3610,192574,350060,769182,7593373,346723,8723,15456,849,129033,282514,824,4825762,337071,102985,101200,2012,288567,99676,5350470,128911,1354982,6814
"11110100000010110101",2815,37789,2011251,439965,3763,3973,49442,142989,14,1505,7475,1626,100631,14926,499423,78881,255862,46062,62284,7700,673,18658,1160003,17546,1177636,71233,179132,122826,2424,1379492
"10001111011110100010",11101229,19935,3144033,492553,109106,37695,8255,83702,40292,3327486,49382,5211,10625,493014,253625,48231,719248,70375,94831,3230989,37276102,65840,263550,26629,262420,39638,71496,1764660,225225,13746
"00110101101011000110",19583,87466,457761,108343,277,496647,298779,29180,10438510,632,11,524,17375,14528,39842,17494,153590,798805,102,421039,138320,1013151,7,5208,5854,7257947,833545,359873,104,936
"10101001101001100111",18391,1518903,12294,849286,10114,15587,21732,5657706,70472,5770,397163,363859,3433,39665,45958,714371,44878,543487,48480,27431,26678,17058,818118,104290,486,1907895,698138,6462,2212,220318
"10110001100001100100",307426,3171,1578,9519,375,38326,78748,501400,526561,483,78,3620,777,9649,2754095,1355044,184680,1069297,61452,683,1153,2677,11,11266,78753,247209,4514,3535170,31353,727
"11000100010011011001",90045,54150,234120,2413,300833,1651,20944,364100,18629,816755,66446,4110218,4003,765635,30265,1813,265865,116,79893,146830,39867,2722867,6629721,64477,6256,1395548,412516,826448,25884,205302
"01110010001000001100",1744041,63710,153284,446146,26471,3920,2514,239799,231108,8250,10723636,7818,30355,108761,441687,20181603,23774,76755,1299,965371,12485,11178,3532808,325894,1846579,589,30283,213471,59512,76352
"10010111000010010100",29121,210150,109151,6633341,14170,1487901,10596,10375,2223686,906357,18550,1070914,3374570,325201,1861267,471792,41386,1222,12607529,7870,167,253030,179094,261422,243564,1825,52424,172431,82005,17829
"10011110101111010001",49260,25277,289457,1208,12398,2081809,3061670,180376,177112,7843,38,192881,4324,529287,867,1242580,40844,1053024,1976,3527,59420,3703,682,6178,293061,637280,46391,1220156,6535,2935
"00110000011110110010",87331,1959,4916,201196,34144,27942,515,327618,26757308,9689002,318124,516723,1074582,5147,24217,81877,201603,152987,9013597,4581,4510881,7588,164561,379043,55809,33273,1047214,1009,35008,54667
"00000000101101000000",89121,6783,2024802,222581,2143,4396,223656,2178325,139013,288724,140085,21837,44985,17362,12371637,1990908,124092,107483,506746,1114,3179,3006,10587,1142259,31274,447561,475676,377075,334235,64264
"01010111110101110110",195747,120080,2433208,221009,773,10985,55320,70961,788396,21066,17216,4722397,944,49955,1742340,12620,48591,17699,3900,47919,4853445,618,488,18268,2342,67769,3162099,8552086,430,12525
"10010000000011101000",397187,677872,26020,517,11,453331,10056459,7896982,19081,219012,7,27159,15413,150,117389,3296684,432548,77759,1656,3914,771711,42,21,683409,360,806585,836,7555,336,31316
"00110011000101011010",58274,13418,13754,364727,1779,59680,190058,500176,2153,2159,38,10,5891,166780,87100,1150906,1465699,47627,652,93687,41,1341,539,66,205635,42142,265081,584952,4787,96312
"01000001100110001101",217665,313195,43222,10186,340123,24424,47469,11326,65230,2089,70272,56133,1102,147910,18156,826782,1468154,102375,266553,4139,86208,5529006,1378,244703,236560,1942289,729586,46705,505694,682983
"10010010100001000010",30142,359479,3570,8662,12380,13121,6317,147,352195,438328,1,1189274,56415,267308,20903,163555,42191,80316,131505,454,903767,73,27,243014,884,544576,111269,129079,28928,21998
"00111010111110000010",48324,155184,1135556,2527663,63608,20680,85,233042,42323,2215,279927,101193,518,166379,48793,7810,1655329,143553,485,184401,192799,171449,230901,675912,1974187,3770,41269,471,131930,11256
"01010010101111110100",137056,19416,5296,257570,157,50982,1796300,351110,91147,15541,393,203352,8210,1079135,191169,3092,469214,270481,11529,3063,733837,245,403,1487,4357,1556481,7086358,2441757,315786,2412
"00110001001110111110",1715,141182,155398,173689,1704,26824,2634,127092,2730,12832,73053,77339,2185,265770,775530,19069,820609,355316,175,6082,10068,14060,2743,12991,13014,488265,2425,15852,63439,196526
"01111010010011110110",1198395,47491,800,2531,45427,88900,456914,33220,389989,4893,392,9036,673,4573,185696,20389,839619,3519521,104939,828,70502,36711,41,10646,393772,13710,29972,1781344,567,16688
"00101000000010110001",4588,192635,25448,88286,254094,236444,199716,26136,13503,397,26804,1701,394,501991,3903483,202143,5602,77716,215297,99288,667056,2296,1499090,1683,110044,174204,148482,15719,16390,391295
"00011000001011000001",3116,2418,63864,37053,1970,14220,47887,50000,554362,4503413,162,114241,28804,53571,89120,5094807,536501516,26964,24727,10668,5511375,5925,0,3373,129669,26128,252010,32636,24543,1382
"11100011100110100000",3355,752203,214278,30329,34973,27471,14631,366803,109636,17480,118495,1290130,319433,1793178,236150,1756,1287,58749,4428532,1287154,1325669,3326,9269,3568,468741,6612,3496,3431,51775,119
"10000001011001111010",65890,443451,8398,3953,3766,225,156598,230336,30582,2215102,2659,39383,36446,768762,6428,412159,45937,2452,536656,1241084,23960,41111,168108,135296,5475081,1167361,68022,609316,3734523,172746
"10010000011111110000",40740,8837,30627,152028,48459,63401,92064,497523,28619,134,836,112046,244,602081,147293,20792,958626,1716,8118,6112,26199,22575,107,241458,975,16860531,272136,11451700,33907,12247
"00101100011011000111",33210,24196908,31322,6948,18665,112663,3110,55369,136411,495727,88544,1486789,158778,2186030,125,728489,2786867,35808,378273,288289,751181,17621,686540,1410,63979,40829,50086,511338,21182,89803
"00101111010111101100",63819,6812529,267858,122672,402407,272812,68852,74322,8888101,97883,288109,720381,580174,261043,5041143,2460,584920,68985,2080,3435404,1303594,20673,1015,138191,79083,4564,104156,11783,26284,441956
"00111010000101000110",779,36958,103340,1030368,76,103425,926269,1800712,1419346,119429,41,124285,79812,13690,2304,12077,158610,1666084,1791,45113,9998,59974,6348,3681,2746,29594,582580,4254599,3534,13546
"00101101110001000110",3639497,19844781,49856,133587,2099132,972817,8838,4397312,20053,7820,536,766,5571,41689,45901,25787,57802,868849,17190,113479,3111314,27260,23285,6061,5494,133494,125623,4000,809,839
"01100100110010111001",963279,86243,5405,67665,149937,6502,110777,3005765,58297,1046418,273254,144844,485986,143910,92793,23250,4808,694390,801392,3381782,23144,36934,84778,55790,13125,8860085,425959,30540,3349,6841
"01011010110001101110",171870,7249231,33421,294815,8988,32404,36232,964695,4693348,283975,138,747,21711,24577,12590,108304,225372,1641623,45322,170763,9443,49595,5,3549,600105,26817,806950,5278,9116,36532
"11111101010110110001",197450,546827,54829,174152,1437,44678,11858,133593,237339,176591,51484,54959,216920,67068,120720,19480,46278,95497,383943,142027,41598,33206,27574,46761,319811,30426,4328351,9062919,1919,1246535
"00001101101110010010",21686,217430,1957998,280629,7863347,363688,1657024,82592,858661,864925,226536,342,19408,149484,2891,936,4282,50124,5315,459,522312,20382,306410,235941,123229,4176,627470,102821,1882232,2579
"00001000101010110010",37581,1021170,18333056,558501,169287,5785,273104,202841,23726,172004,6632,2345535,1019784,955802,31935,13541,356409,1699809,9787,66890,6367,58809,21308,919591,13235,83732,109688534,8747,136277,176333
"01110011111111101100",49839,1096665,32730,10867,19252,3884,72394,6372928,97154,95641,2,40626,17211,1964,20096,417085,9696,955000,16786,21970,448,33617,92,1919,1745,585222,63610,171550,230,3221
"10101010000011011001",9609,22091,131494,2967556,15815,19015245,29551,133234,15587,491735,12375,26325,44762,27328,75424,3730,81740,2315,7909,947991,178814,6463667,132264,23583,23609,4946290,125167,148470,57587,783
"00100000111111110100",316397,3007968,67521,191719,59,126400,20936,4093,136265,20311,873,42108,39319,2555,2487,54795,84598,15659,3993,25700,9396,6587,58064,1437509,2482,64540,504411,1002,3681,18171
"01101100100010010110",97591,134790,16373,5023,249087,191971,102927,249064,91057,321907,93772,11627,208006,88521,132421,57298,914,117900,41374,483,190714,6738,7193,198333,10556,1756444,6141,558205,1415304,578353
"11101100110010001110",2746,93241,38098,77103,21995,39684,325,779,761,2179638,1484,34116,119632,414,2840,449152,14261,584524,7300,5157,61623,664944,3675,2638,192427,292000,139687,2213,51337,77028
"00100011110001101000",3253875,176,34024,27297,562327,35145,51575,48487,2573921,3828,3522,445112,172487,73345,558,26259,71397,64880,25282,121329,52476,152256,254803,2575723,478949,1911400,1453,18652,10731,385
"10101000110000101001",113738,1585,272519,9730,629,340754,22129,11831743,790,148,86216,1206,25349,1150325,2890,855041,6445,56336,214349,13534,41817,39728,72959,799836,3623765,15173,214610,33129,4913,1786669
"00101000101110010010",1450506,1097517,16271,125643,18950,1332665,22057,4678,45,35489,960618,17537450,601445,24667,22664,1478,670917,39744,3357,17681,7418,649029,86864,467,67238,170645,2540,1927517,1224,82527
"01110100100001000000",668,1505895,275,2364531,7664,33187,192934,636423,26421,8083,232,87328,73951,1523,2069,17447,2365,166529,12611,46864,37350,41125,1,180,198,62927,1040633,10524,751,3443
"00010010001011011111",15231,706824,6451,24651,4769,359401,116889,166965,120987,1964,80,675,157086,89,85510,2403,45677,37024,554,82107,8409,53020,3618,275364,28722,7533,5420,17396950,2134,49194
"01001011111110101000",1029663,41035,84042,18224,12935,4796,1035034,24543,142406,192539,327427,95577,16137,471207,205214,46691,51,4355,243188,209231,70413,501015,5275,3650,5662,989,214194,77985,5948,26205
"10100100110000110011",5100,609,1859636,4782483,273617,949059,191282,49531,113743,263464,122684,10168,236963,2921809,160496,398367,189191,617,8412,4850,443965,1430859,37906,7228,1646,219,909592,65606,382563,8696
"01000010011011110010",948341,31227,2027322,54726,6202389,1293424,31592,160931,2639862,67595,1124480,9358,56453,66705,667841,110607,351458,151950,212607,63157,20634056,1171,6328,26586,14460,12642,1297746,120685,136517,69813
"10011001011100000110",93901,2669,48716,68201,39644,16904,930343,317228,265325,1737049,80656,590222,17005,589665,63895,107371,1948,74249,16477,72528,9703,30597,412,99205,6016,1273100,34419272,24259,202825,20705
"01100010111000100101",16311,25437,37209058,38053,3519,3287633,678,9347396,4528416,26780,30888,42607,2051,123048,48514,56666,63828,8261,1707100,1760,137775,1976922,804,488775,43967,44839,223505,5033,19847,19465
"00001101010110101110",632326,616533,10457106,29229,159327,20865,23482,13806,54358,321362,19634,739629,1764,107782,1028732,135786,207850,7372,1021578,6057606,5877926,2643,1596841,26086,337,4535,1315,248647,32687,198
"11010010111101001011",48047,9809,190,962,2348,13783,12999,134340,3297103,82867,261,71485,97,17738,36712,3949,20686,90061,14829,3698,206,1154,9,912998,17007,276936,14375018,1770834,524,21931
"10000101100001010110",2285,108283,80270,244,119014,20845,27155,101647,165567,72453,16558,68985,21650,1397932,6368,8524,60696724,51441,50651,128589,1245,2091467,464,203956,97675,333721,13736,93833,2288,4071093
"11010001000111100101",437173,1087729,11152,3542039,26504,3662,19056109,675753,455198,9564,19,7322,34923,607,44556,36628,88970,9845,115193,19,25929,6171,0,43685,19594,565,254425,10330687,57,1989
"00011100110111001001",383875,662399,1864,4930558,12454,15502,32175,31172,37639,7926,134,9703,24068,22435,33650,199,1833,260071,1917,40,18630,2822,41,19134,9063,1594,5440,974896,81683,540426
"10111001100000111011",5116,17879,676256,4496,7874,17425,82167,2050196,32662,51993,451454,57498,68715,32219,7030,6195963,44217,86195,12824,43715,756,11804,94853,40755,67693,15652377,916918,32553,38910,23106
"01011110000000000111",3867,26207,15163,10629,2799,4890,39100,1160788,184102,8372656,3203,24291,6338,89436,73637,1524847,146,121842,49256,87155,45263,57259,90620,83810,178454,1903,1414251,3696,1296249,9100
"01011011011010000110",9683,1262577,254220,228647,3021566,1080,16435,129145,522003,3434,20835536,195672,141291,20149126,181256,13511,585751,102583,129321,279048,106730,3072218,391690,59157,618381,6042,74929,223064,41379,272097
"11001011000110011001",236688,1235489,9214,39982,558523,75413,1657647,72097,285976,19730,16944,4619805,55162,869,7421,664448,71170,1097430,179166,690215,746045,217051,90212,44377,476255,10636,7598336,13702,2670,82792
"00001001110100101010",14912,42340,6603,2661,76087,1508,110129,27039,104656,433822,10965,1646942,32808,3463,20526,5285,103016,512,261,14073,26497,35018,76407,1677203,171290,278182,196379,16287,1063,205287
"10111011010101000100",320939,5839,37099,8741,8449,827,26506,264041,9801070,1324442,330,2262,6137,590041,562262,3983,45963782,2501,26142,93424,164216,1975,64,10106,1122,440957,77152,432107,1667,2069
"10001111101101110111",85698,2098,422259,6826,1028149,7902861,35284,447032,59453,1298002,9042,45827,2304,488592,272693,9669,322450,27328,194421,394941,5504722,2058222,413375,44153,52800,5178,15270,74411,25033,2150183
"10000001101111000011",100509,511283,68764,11376,5679,3120166,48031,816752,281822,204387,14617,1548,304376,745,511,1845747,74962,114762,3009321,38413,15082,5290,6150,1320,290019,97449,68341,5735,552184,1699574
"01110101110100000001",2455988,1431,8832,2214413,34526,20767,90804,42979,140965,741,6037782,27273,487829,4186118,1557,98659,357,1483135,58433,16396,35797,31588,2905520,1893885,6399,877,17074,54484,919,6090
"00001110110100110110",12028,67812,8967,6369,1099737,45992,2661,674,2453346,8171,285741,95537,7,96529,888734,114311,363341,7353,1151239,101021,122546,1576943,26424,102039,179454,2454,180049,33015,246406,11433
"00101111111100110000",7843322,337033,118652,6917,18734,1946146,2255,223762,46554,49564,12444,63986,1504010,352782,1869,37245,910,63840,9516,13778,1306835,335987,5786,257286,61977,4001,44477,52212,32094,560421
"11011011010110001010",300684,1518506,59972,137183,21219,103963,1857,736092,848587,7903755,971903,1878293,8373,1418,21406399,19671,73286,62234,21553,45025,339866,7853,28153,97080,666954,243015,206353,1025436,100822,88697
"01000101110101100001",72016,67380,183128,27,5986,93588,1413034,15854,27657,104878,56906,24779,126303,891,479904,2488909,262,23525,2261513,608,7061,1701286,245,696576,75980,2495183,161610,9342618,47368,54578
"01001000111000101111",21118,348,12347,3421947,238666,64020,369360,11400,1826691,47239,323,1603987,5958,285995,77896,733984,476,289901,275200,477330,415915,8749,55621,860231,47791,725521,1373933,1187734,29587,2280
"10100011111111000111",71666,6714916,19445,1427,667313,1914630,3693,57292,463,440101,18423,32507,11806,91653,7033292,52637,86202,25578,4159274,3393,1141,9491,66175,391745,47108,12733,70301,1505233,35007,140640
"11011110000011100100",1591420,76313,2697,21164,1135,15863,996021,5473,2837684,23111,1456,35250,32078,4943,5561,48204,623070,13026,66458,3427,132109,4020,2673,655179,62868,88694,640886,1518732,45792,392
"00111000001111100010",104738,148601,2955,564572,4554,202712,1265686,243390,646929,73258,4,18102,18561,1514,95073,6299834,90867,11878,162,547,4182,38129,3,5009,71355,343775,743509,4575356,2461,12032
